player_name,name_key,in_ballondor,consensus_count,club,league,position,position_group,nationality,club_season_start,mid_season_tranfers,appearances,minutes,goals,assists,G_plus_A,goals_p90,assists_p90,shots_pg,dribbles,fouled,offsides,dispossessed,key_passes,passes_pg,pass_pct,crosses,long_balls,tackles,interceptions,fouls,clearances,blocks,gk_goals_against,gk_save_pct,gk_clean_sheets,team_league_position,ucl_stage,ucl_stage_ord,Whoscored_Rating
Rúben Dias,ruben dias,False,2,Manchester City,Premier League,Defender,Defender,Portugal,Manchester City,0,27.0,2269.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,0.2,85.5,93.8,0.0,3.1,0.6,0.7,0.4,2.6,0.7,,,,3,Knockout phase play-offs,2,6.66
Arda Güler,arda guler,False,2,Real Madrid,La Liga,Midfielder,Midfielder,Turkey,Real Madrid,0,28.0,1249.0,3.0,4.0,7.0,0.216,0.288,1.4,0.7,1.1,0.1,0.3,1.4,29.1,89.9,0.6,1.5,1.1,0.3,0.5,0.3,0.0,,,,2,Quarter Final,4,6.86
Emiliano Martínez,emiliano martinez,False,2,Aston Villa,Premier League,Goalkeeper,Goalkeeper,Argentina,Aston Villa,0,37.0,3198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,33.7,77.0,0.0,5.5,0.1,0.0,0.1,0.5,0.0,47.0,67.8,8.0,6,Quarter Final,4,6.71
Morgan Rogers,morgan rogers,False,2,Aston Villa,Premier League,Midfielder,Midfielder,England,Aston Villa,0,37.0,3131.0,8.0,10.0,18.0,0.23,0.287,1.5,1.8,1.4,0.1,2.0,1.4,23.4,75.3,0.1,0.8,1.2,0.2,1.4,0.5,0.2,,,,6,Quarter Final,4,6.92
Hugo Ekitiké,hugo ekitike,False,2,Eintracht Frankfurt,Bundesliga,Forward,Forward,France,Eintracht Frankfurt,0,33.0,2582.0,15.0,8.0,23.0,0.523,0.279,3.5,1.6,0.5,0.6,1.0,1.3,18.9,76.4,0.2,0.4,0.5,0.2,1.2,0.7,0.0,,,,3,Not Qualified,0,7.31
Jérémy Doku,jeremy doku,False,2,Manchester City,Premier League,Forward,Forward,Belgium,Manchester City,0,29.0,1515.0,3.0,6.0,9.0,0.178,0.356,1.0,3.7,1.1,0.2,2.0,1.1,24.1,84.4,0.4,0.2,1.1,0.1,0.3,0.1,0.0,,,,3,Knockout phase play-offs,2,7.11
Kenan Yildiz,kenan yildiz,False,2,Juventus,Serie A,Midfielder,Midfielder,Turkey,Juventus,0,35.0,2413.0,7.0,4.0,11.0,0.261,0.149,1.7,1.7,1.4,0.1,1.2,1.6,28.1,86.2,0.8,0.7,1.5,0.1,0.7,0.2,0.0,,,,4,Knockout phase play-offs,2,7.01
Nick Woltemade,nick woltemade,False,2,Stuttgart,Bundesliga,Forward,Forward,Germany,Stuttgart,0,28.0,1621.0,12.0,2.0,14.0,0.666,0.111,1.8,1.1,1.3,0.2,1.8,1.3,17.1,71.6,0.0,0.2,0.4,0.0,0.9,0.5,0.1,,,,9,League Phase,1,6.84
Tijjani Reijnders,tijjani reijnders,False,2,AC Milan,Serie A,Midfielder,Midfielder,Netherlands,AC Milan,0,37.0,3132.0,10.0,4.0,14.0,0.287,0.115,2.1,1.0,0.6,0.1,0.9,1.3,40.3,89.5,0.4,1.6,0.7,1.0,0.8,0.6,0.1,,,,8,Knockout phase play-offs,2,6.99
Dean Huijsen,dean huijsen,False,2,Bournemouth,Premier League,Defender,Defender,Spain,Bournemouth,0,32.0,2422.0,3.0,2.0,5.0,0.111,0.074,0.6,0.1,0.3,0.1,0.0,0.5,50.0,84.2,0.1,4.0,1.1,1.6,1.0,6.1,0.9,,,,9,Not Qualified,0,6.93
Antoine Griezmann,antoine griezmann,False,2,Atletico Madrid,La Liga,Forward,Forward,France,Atletico Madrid,0,38.0,2480.0,8.0,7.0,15.0,0.29,0.254,1.3,0.4,0.7,0.4,0.5,1.3,34.4,80.4,0.8,1.6,0.8,0.2,0.3,0.6,0.0,,,,3,Round of 16,3,6.83
Joan García,joan garcia,False,1,Espanyol,La Liga,Goalkeeper,Goalkeeper,Spain,Espanyol,0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,27.9,66.9,0.0,6.1,0.0,0.0,0.0,1.0,0.0,51.0,73.7,8.0,14,Not Qualified,0,6.94
Enzo Fernández,enzo fernandez,False,1,Chelsea,Premier League,Midfielder,Midfielder,Argentina,Chelsea,0,36.0,2948.0,6.0,7.0,13.0,0.183,0.214,1.5,0.7,1.5,0.1,0.8,2.2,49.4,83.7,0.7,2.8,1.8,0.4,1.4,0.6,0.2,,,,4,Not Qualified,0,6.95
Hakan Çalhanoğlu,hakan calhanoglu,False,1,Inter Milan,Serie A,Midfielder,Midfielder,Turkey,Inter Milan,0,29.0,1964.0,5.0,6.0,11.0,0.229,0.275,1.6,0.1,0.4,0.0,0.3,1.7,53.8,90.2,1.8,3.3,1.5,0.6,0.8,0.8,0.3,,,,2,Final,6,7.13
Estêvão,estevao,False,1,Palmeiras,Brazil Serie A,Midfielder,Midfielder,Brazil,Palmeiras,0,31.0,2114.0,13.0,9.0,22.0,0.553,0.383,2.7,2.7,1.2,0.2,1.7,1.6,21.2,82.7,0.5,1.0,1.0,0.2,0.8,0.2,0.0,,,,2,Not Qualified,0,7.38
Phil Foden,phil foden,False,1,Manchester City,Premier League,Midfielder,Midfielder,England,Manchester City,0,28.0,1779.0,7.0,2.0,9.0,0.354,0.101,1.9,0.5,1.2,0.1,1.1,1.5,30.4,88.6,1.1,1.2,0.5,0.3,0.2,0.3,0.0,,,,3,Knockout phase play-offs,2,6.75
Fermín López,fermin lopez,False,1,Barcelona,La Liga,Midfielder,Midfielder,Spain,Barcelona,0,28.0,1247.0,6.0,5.0,11.0,0.433,0.361,1.5,0.9,0.8,0.2,0.6,1.0,22.2,86.2,0.5,0.9,0.7,0.2,1.0,0.1,0.0,,,,1,Semi Final,5,6.68
Bernardo Silva,bernardo silva,False,1,Manchester City,Premier League,Midfielder,Midfielder,Portugal,Manchester City,0,33.0,2668.0,4.0,4.0,8.0,0.135,0.135,1.0,0.8,1.0,0.1,1.0,1.6,50.8,89.0,0.4,1.4,1.7,0.7,0.8,0.9,0.2,,,,3,Knockout phase play-offs,2,6.91
Kevin De Bruyne,kevin de bruyne,False,1,Manchester City,Premier League,Midfielder,Midfielder,Belgium,Manchester City,0,28.0,1707.0,4.0,7.0,11.0,0.211,0.369,2.0,0.5,0.6,0.2,1.0,2.0,36.7,83.0,1.4,1.3,0.6,0.3,0.6,0.3,0.0,,,,3,Knockout phase play-offs,2,6.97
Dani Olmo,dani olmo,False,1,Barcelona,La Liga,Midfielder,Midfielder,Spain,Barcelona,0,25.0,1217.0,10.0,3.0,13.0,0.74,0.222,1.7,0.9,1.1,0.0,1.0,1.0,24.7,83.3,0.2,0.8,0.6,0.1,0.8,0.4,0.1,,,,1,Semi Final,5,7.02
João Pedro,joao pedro,False,1,Brighton,Premier League,Forward,Forward,Brazil,Brighton,0,27.0,1955.0,10.0,6.0,16.0,0.46,0.276,1.7,1.1,1.7,0.1,1.4,1.1,23.2,74.6,0.2,0.5,0.6,0.3,1.0,0.4,0.0,,,,8,Not Qualified,0,6.89
Theo Hernández,theo hernandez,False,1,AC Milan,Serie A,Defender,Defender,France,AC Milan,0,33.0,2699.0,4.0,3.0,7.0,0.133,0.1,1.3,0.7,1.3,0.1,0.6,1.4,40.8,87.5,0.8,1.0,1.1,0.5,0.5,1.9,0.3,,,,8,Knockout phase play-offs,2,6.92
Mikel Oyarzabal,mikel oyarzabal,False,1,Real Sociedad,La Liga,Forward,Forward,Spain,Real Sociedad,0,35.0,2263.0,9.0,3.0,12.0,0.358,0.119,1.2,0.3,0.6,0.5,0.9,0.4,14.0,74.3,0.1,0.2,0.7,0.1,0.4,0.4,0.0,,,,11,Not Qualified,0,6.46
Daniel Muñoz,daniel munoz,False,1,Crystal Palace,Premier League,Defender,Defender,Columbia,Crystal Palace,0,37.0,3233.0,4.0,5.0,9.0,0.111,0.139,1.0,0.6,0.5,0.4,0.5,1.2,30.7,75.1,0.5,0.8,3.3,1.2,1.5,2.5,0.2,,,,12,Not Qualified,0,7.11
André-Frank Zambo Anguissa,andrefrank zambo anguissa,False,1,Napoli,Serie A,Midfielder,Midfielder,Cameroon,Napoli,0,35.0,2858.0,6.0,4.0,10.0,0.189,0.126,1.3,0.7,1.0,0.1,1.0,0.7,42.1,85.5,0.1,1.1,1.2,1.0,1.1,1.1,0.2,,,,1,Not Qualified,0,6.98
Dani Carvajal,dani carvajal,False,1,Real Madrid,La Liga,Defender,Defender,Spain,Real Madrid,0,8.0,611.0,1.0,0.0,1.0,0.147,0.0,0.4,0.3,0.8,0.0,0.8,0.6,50.3,88.1,0.1,1.5,1.5,1.3,0.4,1.8,0.4,,,,2,Quarter Final,4,6.89
Granit Xhaka,granit xhaka,False,1,Bayer Leverkusen,Bundesliga,Midfielder,Midfielder,Switzerland,Bayer Leverkusen,0,33.0,2892.0,2.0,7.0,9.0,0.062,0.218,0.6,0.2,1.0,0.0,0.4,1.5,83.4,90.8,0.2,4.5,1.5,0.4,1.0,1.5,0.2,,,,2,Round of 16,3,6.93
Nico Paz,nico paz,False,1,Como,Serie A,Midfielder,Midfielder,Argentina,Como,0,35.0,2695.0,6.0,8.0,14.0,0.2,0.267,3.1,2.0,0.9,0.1,1.3,1.5,33.6,83.4,0.3,0.7,1.5,0.6,1.3,0.4,0.1,,,,10,Not Qualified,0,7.12
Reece James,reece james,False,1,Chelsea,Premier League,Defender,Defender,England,Chelsea,0,19.0,1064.0,1.0,1.0,2.0,0.085,0.085,0.6,0.4,0.6,0.0,0.5,0.6,39.1,88.4,0.4,1.9,0.5,0.7,0.4,1.1,0.3,,,,4,Not Qualified,0,6.54
Giorgian de Arrascaeta,giorgian de arrascaeta,False,1,Flamengo,Brazil Serie A,Midfielder,Midfielder,Uruguay,Flamengo,0,15.0,1008.0,5.0,5.0,10.0,0.446,0.446,1.5,1.2,1.9,0.1,1.4,1.9,38.3,83.8,0.9,1.0,1.1,0.3,0.7,0.2,0.1,,,,3,Not Qualified,0,7.26
Riccardo Calafiori,riccardo calafiori,False,1,Arsenal,Premier League,Defender,Defender,Italy,Arsenal,0,19.0,986.0,2.0,1.0,3.0,0.183,0.091,0.5,0.5,0.3,0.2,0.3,0.3,25.2,87.9,0.1,0.8,1.4,0.5,0.8,1.3,0.3,,,,2,Semi Final,5,6.65
Mikel Merino,mikel merino,False,1,Arsenal,Premier League,Midfielder,Midfielder,Spain,Arsenal,0,28.0,1582.0,7.0,2.0,9.0,0.398,0.114,1.4,0.3,0.8,0.3,1.0,0.6,19.9,79.9,0.1,0.3,1.6,0.5,1.5,0.8,0.2,,,,2,Semi Final,5,6.8
Mile Svilar,mile svilar,False,1,Roma,Serie A,Goalkeeper,Goalkeeper,Serbia,Roma,0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,33.9,76.2,0.0,4.6,0.0,0.0,0.0,0.6,0.0,35.0,77.1,16.0,5,Not Qualified,0,6.85
Miloš Kerkez,milos kerkez,False,1,Bournemouth,Premier League,Defender,Defender,Hungary,Bournemouth,0,38.0,3341.0,2.0,5.0,7.0,0.054,0.135,0.5,0.6,1.3,0.1,0.6,0.9,35.5,80.4,1.0,1.2,1.4,1.2,0.8,2.6,0.3,,,,9,Not Qualified,0,6.77
Tino Livramento,tino livramento,False,1,Newcastle,Premier League,Defender,Defender,England,Newcastle,0,37.0,2842.0,0.0,1.0,1.0,0.0,0.032,0.2,0.7,0.9,0.1,1.1,0.7,36.6,87.4,0.3,0.6,1.5,0.6,0.2,2.5,0.3,,,,5,Not Qualified,0,6.68
Manuel Neuer,manuel neuer,False,1,Bayern Munich,Bundesliga,Goalkeeper,Goalkeeper,Germany,Bayern Munich,0,22.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,85.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,15.0,67.4,13.0,1,Quarter Final,4,6.63
Mason Greenwood,mason greenwood,False,1,Marseille,Ligue 1,Forward,Forward,Jamaica,Marseille,0,34.0,2819.0,21.0,5.0,26.0,0.67,0.16,3.5,1.6,1.1,0.1,1.3,1.4,37.2,83.3,0.8,1.9,1.0,0.4,0.7,0.1,0.0,,,,2,Not Qualified,0,7.38
Álvaro Carreras,alvaro carreras,False,1,Benfica,Liga Portugal,Defender,Defender,Spain,Benfica,0,32.0,2746.0,3.0,1.0,4.0,0.098,0.033,0.6,1.1,0.9,0.1,0.4,1.0,52.9,82.8,0.6,3.0,2.0,1.3,1.2,2.1,0.3,,,,2,Round of 16,3,7.06
Micky van de Ven,micky van de ven,False,1,Tottenham,Premier League,Defender,Defender,Netherlands,Tottenham,0,13.0,1019.0,0.0,2.0,2.0,0.0,0.177,0.5,0.3,0.7,0.0,0.4,0.2,61.3,91.0,0.0,1.5,0.8,0.8,0.8,2.9,0.6,,,,17,Not Qualified,0,6.5
Antony,antony,False,1,Real Betis,La Liga,Forward,Forward,Brazil,Manchester United,1,17.0,1365.0,5.0,2.0,7.0,0.33,0.132,2.5,1.4,1.6,0.1,1.2,2.2,41.6,84.0,0.6,0.9,1.5,0.6,0.9,0.4,0.1,,,,6,Not Qualified,0,7.18
Marcus Rashford,marcus rashford,False,1,Aston Villa,Premier League,Midfielder,Midfielder,England,Manchester United,1,10.0,443.0,2.0,2.0,4.0,0.406,0.406,1.9,0.9,0.3,0.1,0.1,1.3,13.4,82.1,0.6,0.4,1.0,0.1,0.1,0.2,0.0,,,,6,Quarter Final,4,6.82
Mohammed Kudus,mohammed kudus,False,1,West Ham,Premier League,Forward,Forward,Ghana,West Ham,0,32.0,2604.0,5.0,3.0,8.0,0.173,0.104,2.3,2.9,2.0,0.6,2.9,1.0,24.0,89.9,0.7,1.1,1.2,0.1,1.2,0.3,0.0,,,,14,Not Qualified,0,6.89
Matz Sels,matz sels,False,1,Nottingham Forest,Premier League,Goalkeeper,Goalkeeper,Belgium,Nottingham Forest,0,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,23.7,48.6,0.0,6.8,0.0,0.0,0.0,1.4,0.0,46.0,71.8,13.0,7,Not Qualified,0,6.79
Unai Simón,unai simon,False,1,Athletic Club,La Liga,Goalkeeper,Goalkeeper,Spain,Athletic Club,0,21.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,26.6,65.8,0.0,6.0,0.0,0.0,0.0,0.9,0.0,14.0,77.0,10.0,4,Not Qualified,0,6.71
Jeremie Frimpong,jeremie frimpong,False,1,Bayer Leverkusen,Bundesliga,Defender,Defender,Netherlands,Bayer Leverkusen,0,33.0,2328.0,5.0,5.0,10.0,0.193,0.193,1.0,0.8,0.9,0.3,0.8,0.9,22.1,84.0,0.7,0.4,1.0,0.2,0.6,0.6,0.0,,,,2,Round of 16,3,6.69
Murillo,murillo,False,1,Nottingham Forest,Premier League,Defender,Defender,Brazil,Nottingham Forest,0,36.0,3191.0,2.0,0.0,2.0,0.056,0.0,0.7,0.8,0.2,0.0,0.3,0.4,39.4,79.5,0.2,3.3,1.5,1.0,0.8,6.7,1.3,,,,7,Not Qualified,0,7.01
Ibrahima Konaté,ibrahima konate,False,1,Liverpool,Premier League,Defender,Defender,France,Liverpool,0,31.0,2567.0,1.0,2.0,3.0,0.035,0.07,0.6,0.1,0.6,0.0,0.1,0.3,61.2,90.3,0.0,1.5,1.3,0.5,0.9,4.0,0.5,,,,1,Round of 16,3,6.84
Rodrigo De Paul,rodrigo de paul,False,1,Atletico Madrid,La Liga,Midfielder,Midfielder,Argentina,Atletico Madrid,0,34.0,2114.0,3.0,5.0,8.0,0.128,0.213,0.6,0.4,1.4,0.0,0.7,1.2,49.5,84.1,0.5,3.0,1.0,0.2,0.6,0.4,0.1,,,,3,Round of 16,3,6.69
Thiago Almada,thiago almada,False,1,Lyon,Ligue 1,Midfielder,Midfielder,Argentina,Lyon,0,16.0,949.0,1.0,4.0,5.0,0.095,0.379,1.4,0.5,0.5,0.1,0.6,1.4,42.9,90.5,0.5,1.6,0.9,0.4,0.6,0.3,0.0,,,,6,Not Qualified,0,6.57
Oihan Sancet,oihan sancet,False,1,Athletic Club,La Liga,Midfielder,Midfielder,Spain,Athletic Club,0,29.0,1628.0,15.0,1.0,16.0,0.829,0.055,1.7,0.8,0.8,0.2,1.6,0.7,18.8,83.8,0.1,0.7,0.4,0.2,0.6,0.2,0.0,,,,4,Not Qualified,0,6.82
Isco,isco,False,1,Real Betis,La Liga,Midfielder,Midfielder,Spain,Real Betis,0,22.0,1552.0,9.0,8.0,17.0,0.522,0.464,2.0,1.2,2.0,0.2,1.2,2.8,48.8,86.2,1.2,3.1,0.9,0.5,1.0,0.3,0.0,,,,6,Not Qualified,0,7.2
Morgan Gibbs-White,morgan gibbswhite,False,1,Nottingham Forest,Premier League,Midfielder,Midfielder,England,Nottingham Forest,0,34.0,2825.0,7.0,8.0,15.0,0.223,0.255,1.8,0.9,1.2,0.2,1.3,1.5,35.7,80.7,0.4,1.5,1.3,0.7,1.1,0.9,0.1,,,,7,Not Qualified,0,7.0
Xavi Simons,xavi simons,False,1,RB Leipzig,Bundesliga,Midfielder,Midfielder,Netherlands,RB Leipzig,0,25.0,2157.0,10.0,7.0,17.0,0.417,0.292,2.0,1.3,2.2,0.2,2.2,2.0,44.2,82.9,0.8,1.5,1.1,0.5,1.0,0.6,0.1,,,,7,League Phase,1,7.32
Giuliano Simeone,giuliano simeone,False,1,Atletico Madrid,La Liga,Midfielder,Midfielder,Argentina,Atletico Madrid,0,33.0,1943.0,2.0,6.0,8.0,0.093,0.278,0.7,0.9,1.3,0.2,0.6,0.7,21.7,78.8,0.3,0.1,0.8,0.4,0.7,0.5,0.1,,,,3,Round of 16,3,6.66
Christian Pulisic,christian pulisic,False,1,AC Milan,Serie A,Forward,Forward,USA,AC Milan,0,34.0,2490.0,11.0,9.0,20.0,0.398,0.325,1.7,1.1,1.1,0.1,1.2,2.0,27.5,83.5,0.8,0.6,1.3,0.1,0.6,0.4,0.1,,,,8,Knockout phase play-offs,2,7.08
Cody Gakpo,cody gakpo,False,1,Liverpool,Premier League,Forward,Forward,Netherlands,Liverpool,0,35.0,1939.0,10.0,4.0,14.0,0.464,0.186,1.6,0.9,0.9,0.1,0.7,1.1,15.6,83.7,0.3,0.4,0.8,0.3,0.6,0.5,0.1,,,,1,Round of 16,3,6.86
Ademola Lookman,ademola lookman,False,1,Atalanta,Serie A,Forward,Forward,Nigeria,Atalanta,0,31.0,2266.0,15.0,5.0,20.0,0.596,0.199,2.6,1.2,0.6,0.8,1.6,2.0,26.0,79.0,1.2,0.3,1.0,0.1,1.0,0.2,0.0,,,,3,Knockout phase play-offs,2,7.24
Benjamin Šeško,benjamin sesko,False,1,RB Leipzig,Bundesliga,Forward,Forward,Slovenia,RB Leipzig,0,33.0,2399.0,13.0,5.0,18.0,0.488,0.188,2.1,1.2,0.6,0.5,1.7,0.6,18.2,68.2,0.1,0.2,0.2,0.2,0.8,0.6,0.1,,,,7,League Phase,1,6.92
Kai Havertz,kai havertz,False,1,Arsenal,Premier League,Forward,Forward,Germany,Arsenal,0,23.0,1875.0,9.0,3.0,12.0,0.432,0.144,2.3,0.4,1.0,0.6,1.0,0.7,21.8,79.8,0.1,0.0,0.7,0.3,1.7,1.4,0.2,,,,2,Semi Final,5,7.0
Jonathan David,jonathan david,False,1,Lille,Ligue 1,Forward,Forward,Canada,Lille,0,32.0,2558.0,16.0,5.0,21.0,0.563,0.176,2.3,0.6,1.1,0.3,1.3,1.1,21.2,82.7,0.0,0.3,0.8,0.2,0.8,0.3,0.1,,,,5,Round of 16,3,6.96
Chris Wood,chris wood,False,1,Nottingham Forest,Premier League,Forward,Forward,New Zealand,Nottingham Forest,0,36.0,2978.0,20.0,3.0,23.0,0.604,0.091,1.9,0.1,0.7,0.8,0.8,0.6,13.4,64.9,0.0,0.4,0.2,0.1,0.7,0.8,0.2,,,,7,Not Qualified,0,6.96
Matheus Cunha,matheus cunha,False,1,Wolves,Premier League,Forward,Forward,Brazil,Wolves,0,33.0,2604.0,15.0,6.0,21.0,0.518,0.207,3.3,1.8,2.2,0.2,1.7,1.7,28.8,79.3,0.8,1.5,1.2,0.5,1.3,0.6,0.0,,,,16,Not Qualified,0,7.32
Omar Marmoush,omar marmoush,False,1,Manchester City,Premier League,Forward,Forward,Egypt,Eintracht Frankfurt,0,16.0,1183.0,7.0,0.0,7.0,0.533,0.0,3.1,1.3,1.3,0.6,1.2,0.9,17.9,84.3,0.6,0.1,0.8,0.4,0.9,0.2,0.1,,,,3,Knockout phase play-offs,2,7.13
Mateo Retegui,mateo retegui,False,1,Atalanta,Serie A,Forward,Forward,Italy,Atalanta,0,36.0,2405.0,25.0,8.0,33.0,0.936,0.299,2.9,0.3,0.9,0.2,1.3,1.1,15.4,78.1,0.1,0.4,0.4,0.1,0.9,0.5,0.0,,,,3,Knockout phase play-offs,2,7.17
