player_id,player_name,nationality,position_group,club_2024_25,league_2024_25,club_season_start,mid_season_tranfers,club_2025_26,league_2025_26,transferred,moved_up,ig_followers,engagement_rate,google_trends,appearances,minutes,goals,assists,G_plus_A,goals_p90,assists_p90,shots_pg,dribbles,fouled,offsides,dispossessed,key_passes,passes_pg,pass_pct,crosses,long_balls,tackles,interceptions,fouls,clearances,blocks,Whoscored_Rating,gk_goals_against,gk_save_pct,gk_clean_sheets,team_league_position,ucl_stage,ucl_stage_ord,club_ig_followers,club_ig_followers_2024_25,club_ig_followers_2025_26,in_ballondor,consensus_count
P063,Jurriën Timber,Netherlands,Defender,Arsenal,Premier League,Arsenal,0,Arsenal,Premier League,0,0,1571638.0,15.08,0.84,30.0,2423.0,1.0,3.0,4.0,0.037,0.111,0.5,0.8,1.0,0.2,0.8,0.6,39.4,87.9,0.1,0.4,1.9,0.7,1.0,1.4,0.1,6.78,,,,2,Semi Final,5,32288446,32288446,32288446,False,2
P064,Martin Ødegaard,Norway,Midfielder,Arsenal,Premier League,Arsenal,0,Arsenal,Premier League,0,0,7529889.0,5.01,2.61,30.0,2332.0,3.0,8.0,11.0,0.116,0.309,1.6,0.8,0.8,0.0,1.3,2.1,46.3,86.9,0.6,1.3,0.6,0.2,0.4,0.2,0.0,6.9,,,,2,Semi Final,5,32288446,32288446,32288446,False,2
P065,Rodri,Spain,Midfielder,Manchester City,Premier League,Manchester City,0,Manchester City,Premier League,0,0,,,8.31,3.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,22.7,94.1,0.0,1.7,0.7,0.3,0.3,0.3,0.0,6.39,,,,3,Knockout phase play-offs,2,56452450,56452450,56452450,False,2
P066,Cristiano Ronaldo,Portugal,Forward,Al Nassr,Saudi Pro League,Al Nassr,0,Al Nassr,Saudi Pro League,0,0,674951353.0,1.8,41.33,30.0,,25.0,3.0,28.0,,,,,,,,,,,,,,,,,,,,,,3,Not Qualified,0,29861182,29861182,29861182,False,2
P067,Alejandro Balde,Spain,Defender,Barcelona,La Liga,Barcelona,0,Barcelona,La Liga,0,0,7199433.0,7.46,1.86,32.0,2292.0,0.0,4.0,4.0,0.0,0.157,0.4,1.4,1.2,0.0,0.8,0.8,39.1,91.2,0.4,0.6,0.6,0.2,0.5,0.6,0.2,6.73,,,,1,Semi Final,5,145936297,145936297,145936297,False,2
P068,Willian Pacho,Ecuador,Defender,Paris Saint-Germain,Ligue 1,Paris Saint-Germain,0,Paris Saint-Germain,Ligue 1,0,0,865000.0,,1.34,28.0,2131.0,0.0,1.0,1.0,0.0,0.042,0.1,0.1,0.3,0.0,0.1,0.1,69.8,94.9,0.0,1.4,2.0,1.4,0.7,3.2,0.8,6.88,,,,1,Winner,7,66864756,66864756,66864756,False,2
P069,Alphonso Davies,Canada,Defender,Bayern Munich,Bundesliga,Bayern Munich,0,Bayern Munich,Bundesliga,0,0,5558535.0,1.08,1.75,19.0,1562.0,1.0,2.0,3.0,0.058,0.115,0.9,1.6,1.4,0.2,1.0,1.4,60.1,91.1,0.1,0.5,1.6,0.7,0.4,1.1,0.1,7.08,,,,1,Semi Final,5,44903622,44903622,44903622,False,2
P070,Sandro Tonali,Italy,Midfielder,Newcastle,Premier League,Newcastle,0,Newcastle,Premier League,0,0,1830062.0,7.39,1.23,36.0,2632.0,4.0,2.0,6.0,0.137,0.068,1.0,0.6,1.4,0.1,0.6,0.8,40.6,85.9,0.4,1.4,1.4,0.9,1.0,0.8,0.3,6.83,,,,5,Not Qualified,0,3712647,3712647,3712647,False,2
P071,Rodrygo,Brazil,Forward,Real Madrid,La Liga,Real Madrid,0,Real Madrid,La Liga,0,0,23543099.0,4.67,6.18,30.0,1938.0,6.0,5.0,11.0,0.279,0.232,1.8,1.6,1.2,0.0,0.5,1.6,33.0,90.9,0.7,0.4,0.7,0.4,0.3,0.2,0.0,7.13,,,,2,Quarter Final,4,179140683,179140683,179140683,False,2
P072,Mike Maignan,France,Goalkeeper,AC Milan,Serie A,AC Milan,0,AC Milan,Serie A,0,0,2138274.0,3.2,1.21,37.0,3295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,37.1,84.7,0.0,5.5,0.0,0.0,0.0,0.7,0.0,6.68,41.0,70.5,13.0,8,Knockout phase play-offs,2,18130469,18130469,18130469,False,2
P073,Marcus Thuram,France,Forward,Inter Milan,Serie A,Inter Milan,0,Inter Milan,Serie A,0,0,2625785.0,14.17,2.49,32.0,2299.0,14.0,4.0,18.0,0.548,0.157,2.0,0.8,1.1,0.4,0.9,1.3,17.0,75.0,0.1,0.1,0.6,0.1,0.9,0.5,0.1,7.24,,,,2,Final,6,14504939,14504939,14504939,False,2
P074,Martín Zubimendi,Spain,Midfielder,Real Sociedad,La Liga,Real Sociedad,0,Arsenal,Premier League,1,1,925572.0,15.11,2.65,36.0,2962.0,2.0,1.0,3.0,0.061,0.03,0.7,0.5,0.5,0.0,0.5,0.5,48.7,84.4,0.1,2.6,2.0,1.2,1.2,2.1,0.4,6.78,,,,11,Not Qualified,0,1303815,1303815,32288446,False,2
P075,Aurélien Tchouaméni,France,Midfielder,Real Madrid,La Liga,Real Madrid,0,Real Madrid,La Liga,0,0,9425269.0,2.13,1.5,32.0,2691.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.8,0.0,0.3,0.2,62.6,92.9,0.0,2.0,1.5,1.4,0.8,2.8,0.8,6.88,,,,2,Quarter Final,4,179140683,179140683,179140683,False,2
P076,Antoine Semenyo,Ghana,Forward,Bournemouth,Premier League,Bournemouth,0,Manchester City,Premier League,1,1,1107914.0,2.08,0.63,37.0,3210.0,11.0,5.0,16.0,0.308,0.14,3.4,1.9,1.0,0.4,2.1,1.2,26.9,78.2,0.2,0.5,1.5,0.3,2.0,0.9,0.2,7.2,,,,9,Not Qualified,0,1348261,1348261,56452450,False,2
P077,Josko Gvardiol,Croatia,Defender,Manchester City,Premier League,Manchester City,0,Manchester City,Premier League,0,0,1905376.0,6.76,1.13,37.0,3280.0,5.0,0.0,5.0,0.137,0.0,1.1,0.7,0.7,0.1,0.4,0.7,68.3,91.4,0.1,1.8,1.6,1.2,0.4,3.0,0.5,7.0,,,,3,Knockout phase play-offs,2,56452450,56452450,56452450,False,2
P078,Jan Oblak,Slovenia,Goalkeeper,Atletico Madrid,La Liga,Atletico Madrid,0,Atletico Madrid,La Liga,0,0,1707580.0,2.25,1.05,36.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,21.2,76.3,0.0,3.9,0.0,0.0,0.0,0.7,0.0,6.68,30.0,74.1,15.0,3,Round of 16,3,17865213,17865213,17865213,False,2
P079,Álex Grimaldo,Spain,Defender,Bayer Leverkusen,Bundesliga,Bayer Leverkusen,0,Bayer Leverkusen,Bundesliga,0,0,1097069.0,1.74,0.87,32.0,2647.0,2.0,7.0,9.0,0.068,0.238,1.4,0.6,0.8,0.3,0.4,2.3,54.0,86.4,2.2,1.4,0.8,0.5,0.5,1.2,0.1,7.02,,,,2,Round of 16,3,4602479,4602479,4602479,False,2
P080,Marc Cucurella,Spain,Defender,Chelsea,Premier League,Chelsea,0,Chelsea,Premier League,0,0,3381130.0,7.42,2.72,36.0,2991.0,5.0,1.0,6.0,0.15,0.03,0.7,0.1,1.1,0.1,0.2,0.5,45.4,88.7,0.1,1.2,1.9,0.8,1.0,2.2,0.4,6.68,,,,4,Not Qualified,0,43976708,43976708,43976708,False,2
P081,Antonio Rüdiger,Germany,Defender,Real Madrid,La Liga,Real Madrid,0,Real Madrid,La Liga,0,0,13279073.0,2.33,3.33,29.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.1,0.1,0.2,63.4,92.2,0.0,3.9,0.7,0.3,0.5,3.2,0.5,6.62,,,,2,Quarter Final,4,179140683,179140683,179140683,False,2
P082,Rúben Dias,Portugal,Defender,Manchester City,Premier League,Manchester City,0,Manchester City,Premier League,0,0,4470451.0,3.35,1.1,27.0,2269.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.3,0.0,0.0,0.2,85.5,93.8,0.0,3.1,0.6,0.7,0.4,2.6,0.7,6.66,,,,3,Knockout phase play-offs,2,56452450,56452450,56452450,False,2
P083,Arda Güler,Turkey,Midfielder,Real Madrid,La Liga,Real Madrid,0,Real Madrid,La Liga,0,0,17957631.0,9.88,7.1,28.0,1249.0,3.0,4.0,7.0,0.216,0.288,1.4,0.7,1.1,0.1,0.3,1.4,29.1,89.9,0.6,1.5,1.1,0.3,0.5,0.3,0.0,6.86,,,,2,Quarter Final,4,179140683,179140683,179140683,False,2
P084,Emiliano Martínez,Argentina,Goalkeeper,Aston Villa,Premier League,Aston Villa,0,Aston Villa,Premier League,0,0,15498968.0,7.17,4.07,37.0,3198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,33.7,77.0,0.0,5.5,0.1,0.0,0.1,0.5,0.0,6.71,47.0,67.8,8.0,6,Quarter Final,4,4563304,4563304,4563304,False,2
P085,Morgan Rogers,England,Midfielder,Aston Villa,Premier League,Aston Villa,0,Aston Villa,Premier League,0,0,921508.0,12.25,1.03,37.0,3131.0,8.0,10.0,18.0,0.23,0.287,1.5,1.8,1.4,0.1,2.0,1.4,23.4,75.3,0.1,0.8,1.2,0.2,1.4,0.5,0.2,6.92,,,,6,Quarter Final,4,4563304,4563304,4563304,False,2
P086,Hugo Ekitiké,France,Forward,Eintracht Frankfurt,Bundesliga,Eintracht Frankfurt,0,Liverpool,Premier League,1,1,3613676.0,21.45,1.24,33.0,2582.0,15.0,8.0,23.0,0.523,0.279,3.5,1.6,0.5,0.6,1.0,1.3,18.9,76.4,0.2,0.4,0.5,0.2,1.2,0.7,0.0,7.31,,,,3,Not Qualified,0,1362671,1362671,48467485,False,2
P087,Jérémy Doku,Belgium,Forward,Manchester City,Premier League,Manchester City,0,Manchester City,Premier League,0,0,3811786.0,3.22,1.37,29.0,1515.0,3.0,6.0,9.0,0.178,0.356,1.0,3.7,1.1,0.2,2.0,1.1,24.1,84.4,0.4,0.2,1.1,0.1,0.3,0.1,0.0,7.11,,,,3,Knockout phase play-offs,2,56452450,56452450,56452450,False,2
P088,Kenan Yildiz,Turkey,Midfielder,Juventus,Serie A,Juventus,0,Juventus,Serie A,0,0,4862724.0,12.05,3.3,35.0,2413.0,7.0,4.0,11.0,0.261,0.149,1.7,1.7,1.4,0.1,1.2,1.6,28.1,86.2,0.8,0.7,1.5,0.1,0.7,0.2,0.0,7.01,,,,4,Knockout phase play-offs,2,58947998,58947998,58947998,False,2
P089,Nick Woltemade,Germany,Forward,Stuttgart,Bundesliga,Stuttgart,0,Newcastle,Premier League,1,1,1217052.0,9.37,1.43,28.0,1621.0,12.0,2.0,14.0,0.666,0.111,1.8,1.1,1.3,0.2,1.8,1.3,17.1,71.6,0.0,0.2,0.4,0.0,0.9,0.5,0.1,6.84,,,,9,League Phase,1,774673,774673,3712647,False,2
P090,Tijjani Reijnders,Netherlands,Midfielder,AC Milan,Serie A,AC Milan,0,Manchester City,Premier League,1,1,1933077.0,8.31,1.93,37.0,3132.0,10.0,4.0,14.0,0.287,0.115,2.1,1.0,0.6,0.1,0.9,1.3,40.3,89.5,0.4,1.6,0.7,1.0,0.8,0.6,0.1,6.99,,,,8,Knockout phase play-offs,2,18130469,18130469,56452450,False,2
P091,Dean Huijsen,Spain,Defender,Bournemouth,Premier League,Bournemouth,0,Real Madrid,La Liga,1,1,5486345.0,6.77,3.51,32.0,2422.0,3.0,2.0,5.0,0.111,0.074,0.6,0.1,0.3,0.1,0.0,0.5,50.0,84.2,0.1,4.0,1.1,1.6,1.0,6.1,0.9,6.93,,,,9,Not Qualified,0,1348261,1348261,179140683,False,2
P092,Antoine Griezmann,France,Forward,Atletico Madrid,La Liga,Atletico Madrid,0,Atletico Madrid,La Liga,0,0,38959251.0,0.72,4.38,38.0,2480.0,8.0,7.0,15.0,0.29,0.254,1.3,0.4,0.7,0.4,0.5,1.3,34.4,80.4,0.8,1.6,0.8,0.2,0.3,0.6,0.0,6.83,,,,3,Round of 16,3,17865213,17865213,17865213,False,2
P093,Joan García,Spain,Goalkeeper,Espanyol,La Liga,Espanyol,0,Barcelona,La Liga,1,1,3198020.0,,1.3,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,27.9,66.9,0.0,6.1,0.0,0.0,0.0,1.0,0.0,6.94,51.0,73.7,8.0,14,Not Qualified,0,544974,544974,145936297,False,1
P094,Enzo Fernández,Argentina,Midfielder,Chelsea,Premier League,Chelsea,0,Chelsea,Premier League,0,0,13382106.0,6.47,2.76,36.0,2948.0,6.0,7.0,13.0,0.183,0.214,1.5,0.7,1.5,0.1,0.8,2.2,49.4,83.7,0.7,2.8,1.8,0.4,1.4,0.6,0.2,6.95,,,,4,Not Qualified,0,43976708,43976708,43976708,False,1
P095,Hakan Çalhanoğlu,Turkey,Midfielder,Inter Milan,Serie A,Inter Milan,0,Inter Milan,Serie A,0,0,6536943.0,3.21,2.25,29.0,1964.0,5.0,6.0,11.0,0.229,0.275,1.6,0.1,0.4,0.0,0.3,1.7,53.8,90.2,1.8,3.3,1.5,0.6,0.8,0.8,0.3,7.13,,,,2,Final,6,14504939,14504939,14504939,False,1
P096,Estêvão,Brazil,Midfielder,Palmeiras,Brazil Serie A,Palmeiras,0,Chelsea,Premier League,1,1,5107817.0,2.72,2.24,31.0,2114.0,13.0,9.0,22.0,0.553,0.383,2.7,2.7,1.2,0.2,1.7,1.6,21.2,82.7,0.5,1.0,1.0,0.2,0.8,0.2,0.0,7.38,,,,2,Not Qualified,0,7643850,7643850,43976708,False,1
P097,Phil Foden,England,Midfielder,Manchester City,Premier League,Manchester City,0,Manchester City,Premier League,0,0,12394364.0,2.41,4.22,28.0,1779.0,7.0,2.0,9.0,0.354,0.101,1.9,0.5,1.2,0.1,1.1,1.5,30.4,88.6,1.1,1.2,0.5,0.3,0.2,0.3,0.0,6.75,,,,3,Knockout phase play-offs,2,56452450,56452450,56452450,False,1
P098,Fermín López,Spain,Midfielder,Barcelona,La Liga,Barcelona,0,Barcelona,La Liga,0,0,6875926.0,12.75,2.0,28.0,1247.0,6.0,5.0,11.0,0.433,0.361,1.5,0.9,0.8,0.2,0.6,1.0,22.2,86.2,0.5,0.9,0.7,0.2,1.0,0.1,0.0,6.68,,,,1,Semi Final,5,145936297,145936297,145936297,False,1
P099,Bernardo Silva,Portugal,Midfielder,Manchester City,Premier League,Manchester City,0,Manchester City,Premier League,0,0,5318141.0,5.75,1.41,33.0,2668.0,4.0,4.0,8.0,0.135,0.135,1.0,0.8,1.0,0.1,1.0,1.6,50.8,89.0,0.4,1.4,1.7,0.7,0.8,0.9,0.2,6.91,,,,3,Knockout phase play-offs,2,56452450,56452450,56452450,False,1
P100,Kevin De Bruyne,Belgium,Midfielder,Manchester City,Premier League,Manchester City,0,Napoli,Serie A,1,0,26256502.0,0.9,8.02,28.0,1707.0,4.0,7.0,11.0,0.211,0.369,2.0,0.5,0.6,0.2,1.0,2.0,36.7,83.0,1.4,1.3,0.6,0.3,0.6,0.3,0.0,6.97,,,,3,Knockout phase play-offs,2,56452450,56452450,5281032,False,1
P101,Dani Olmo,Spain,Midfielder,Barcelona,La Liga,Barcelona,0,Barcelona,La Liga,0,0,5982140.0,4.74,6.11,25.0,1217.0,10.0,3.0,13.0,0.74,0.222,1.7,0.9,1.1,0.0,1.0,1.0,24.7,83.3,0.2,0.8,0.6,0.1,0.8,0.4,0.1,7.02,,,,1,Semi Final,5,145936297,145936297,145936297,False,1
P102,João Pedro,Brazil,Forward,Brighton,Premier League,Brighton,0,Chelsea,Premier League,1,1,2701763.0,7.46,3.13,27.0,1955.0,10.0,6.0,16.0,0.46,0.276,1.7,1.1,1.7,0.1,1.4,1.1,23.2,74.6,0.2,0.5,0.6,0.3,1.0,0.4,0.0,6.89,,,,8,Not Qualified,0,2132231,2132231,43976708,False,1
P103,Theo Hernández,France,Defender,AC Milan,Serie A,AC Milan,0,Al Hilal,Saudi Pro League,1,0,4679646.0,4.13,2.36,33.0,2699.0,4.0,3.0,7.0,0.133,0.1,1.3,0.7,1.3,0.1,0.6,1.4,40.8,87.5,0.8,1.0,1.1,0.5,0.5,1.9,0.3,6.92,,,,8,Knockout phase play-offs,2,18130469,18130469,10643768,False,1
P104,Mikel Oyarzabal,Spain,Forward,Real Sociedad,La Liga,Real Sociedad,0,Real Sociedad,La Liga,0,0,418461.0,7.73,0.91,35.0,2263.0,9.0,3.0,12.0,0.358,0.119,1.2,0.3,0.6,0.5,0.9,0.4,14.0,74.3,0.1,0.2,0.7,0.1,0.4,0.4,0.0,6.46,,,,11,Not Qualified,0,1303815,1303815,1303815,False,1
P105,Daniel Muñoz,Columbia,Defender,Crystal Palace,Premier League,Crystal Palace,0,Crystal Palace,Premier League,0,0,1015532.0,2.8,0.62,37.0,3233.0,4.0,5.0,9.0,0.111,0.139,1.0,0.6,0.5,0.4,0.5,1.2,30.7,75.1,0.5,0.8,3.3,1.2,1.5,2.5,0.2,7.11,,,,12,Not Qualified,0,2336502,2336502,2336502,False,1
P106,André-Frank Zambo Anguissa,Cameroon,Midfielder,Napoli,Serie A,Napoli,0,Napoli,Serie A,0,0,399000.0,,0.6,35.0,2858.0,6.0,4.0,10.0,0.189,0.126,1.3,0.7,1.0,0.1,1.0,0.7,42.1,85.5,0.1,1.1,1.2,1.0,1.1,1.1,0.2,6.98,,,,1,Not Qualified,0,5281032,5281032,5281032,False,1
P107,Dani Carvajal,Spain,Defender,Real Madrid,La Liga,Real Madrid,0,Real Madrid,La Liga,0,0,14189794.0,4.31,3.24,8.0,611.0,1.0,0.0,1.0,0.147,0.0,0.4,0.3,0.8,0.0,0.8,0.6,50.3,88.1,0.1,1.5,1.5,1.3,0.4,1.8,0.4,6.89,,,,2,Quarter Final,4,179140683,179140683,179140683,False,1
P108,Granit Xhaka,Switzerland,Midfielder,Bayer Leverkusen,Bundesliga,Bayer Leverkusen,0,Sunderland,Premier League,1,0,3569661.0,2.19,1.15,33.0,2892.0,2.0,7.0,9.0,0.062,0.218,0.6,0.2,1.0,0.0,0.4,1.5,83.4,90.8,0.2,4.5,1.5,0.4,1.0,1.5,0.2,6.93,,,,2,Round of 16,3,4602479,4602479,1391232,False,1
P109,Nico Paz,Argentina,Midfielder,Como,Serie A,Como,0,Como,Serie A,0,0,3314210.0,14.06,1.72,35.0,2695.0,6.0,8.0,14.0,0.2,0.267,3.1,2.0,0.9,0.1,1.3,1.5,33.6,83.4,0.3,0.7,1.5,0.6,1.3,0.4,0.1,7.12,,,,10,Not Qualified,0,2086623,2086623,2086623,False,1
P110,Reece James,England,Defender,Chelsea,Premier League,Chelsea,0,Chelsea,Premier League,0,0,3571328.0,8.27,1.13,19.0,1064.0,1.0,1.0,2.0,0.085,0.085,0.6,0.4,0.6,0.0,0.5,0.6,39.1,88.4,0.4,1.9,0.5,0.7,0.4,1.1,0.3,6.54,,,,4,Not Qualified,0,43976708,43976708,43976708,False,1
P111,Giorgian de Arrascaeta,Uruguay,Midfielder,Flamengo,Brazil Serie A,Flamengo,0,Flamengo,Brazil Serie A,0,0,8779013.0,5.8,1.33,15.0,1008.0,5.0,5.0,10.0,0.446,0.446,1.5,1.2,1.9,0.1,1.4,1.9,38.3,83.8,0.9,1.0,1.1,0.3,0.7,0.2,0.1,7.26,,,,3,Not Qualified,0,24949886,24949886,24949886,False,1
P112,Riccardo Calafiori,Italy,Defender,Arsenal,Premier League,Arsenal,0,Arsenal,Premier League,0,0,2383705.0,12.58,1.95,19.0,986.0,2.0,1.0,3.0,0.183,0.091,0.5,0.5,0.3,0.2,0.3,0.3,25.2,87.9,0.1,0.8,1.4,0.5,0.8,1.3,0.3,6.65,,,,2,Semi Final,5,32288446,32288446,32288446,False,1
P113,Mikel Merino,Spain,Midfielder,Arsenal,Premier League,Arsenal,0,Arsenal,Premier League,0,0,1654380.0,9.07,2.57,28.0,1582.0,7.0,2.0,9.0,0.398,0.114,1.4,0.3,0.8,0.3,1.0,0.6,19.9,79.9,0.1,0.3,1.6,0.5,1.5,0.8,0.2,6.8,,,,2,Semi Final,5,32288446,32288446,32288446,False,1
P114,Mile Svilar,Serbia,Goalkeeper,Roma,Serie A,Roma,0,Roma,Serie A,0,0,339222.0,19.12,0.57,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,33.9,76.2,0.0,4.6,0.0,0.0,0.0,0.6,0.0,6.85,35.0,77.1,16.0,5,Not Qualified,0,7215677,7215677,7215677,False,1
P115,Miloš Kerkez,Hungary,Defender,Bournemouth,Premier League,Bournemouth,0,Liverpool,Premier League,1,1,2078505.0,3.65,1.47,38.0,3341.0,2.0,5.0,7.0,0.054,0.135,0.5,0.6,1.3,0.1,0.6,0.9,35.5,80.4,1.0,1.2,1.4,1.2,0.8,2.6,0.3,6.77,,,,9,Not Qualified,0,1348261,1348261,48467485,False,1
P116,Tino Livramento,England,Defender,Newcastle,Premier League,Newcastle,0,Newcastle,Premier League,0,0,263000.0,,0.6,37.0,2842.0,0.0,1.0,1.0,0.0,0.032,0.2,0.7,0.9,0.1,1.1,0.7,36.6,87.4,0.3,0.6,1.5,0.6,0.2,2.5,0.3,6.68,,,,5,Not Qualified,0,3712647,3712647,3712647,False,1
P117,Manuel Neuer,Germany,Goalkeeper,Bayern Munich,Bundesliga,Bayern Munich,0,Bayern Munich,Bundesliga,0,0,15035151.0,1.9,3.73,22.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,85.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,6.63,15.0,67.4,13.0,1,Quarter Final,4,44903622,44903622,44903622,False,1
P118,Mason Greenwood,Jamaica,Forward,Marseille,Ligue 1,Marseille,0,Marseille,Ligue 1,0,0,3173821.0,7.7,2.65,34.0,2819.0,21.0,5.0,26.0,0.67,0.16,3.5,1.6,1.1,0.1,1.3,1.4,37.2,83.3,0.8,1.9,1.0,0.4,0.7,0.1,0.0,7.38,,,,2,Not Qualified,0,3913977,3913977,3913977,False,1
P119,Álvaro Carreras,Spain,Defender,Benfica,Liga Portugal,Benfica,0,Real Madrid,La Liga,1,1,3130799.0,5.56,1.55,32.0,2746.0,3.0,1.0,4.0,0.098,0.033,0.6,1.1,0.9,0.1,0.4,1.0,52.9,82.8,0.6,3.0,2.0,1.3,1.2,2.1,0.3,7.06,,,,2,Round of 16,3,3480938,3480938,179140683,False,1
P120,Micky van de Ven,Netherlands,Defender,Tottenham,Premier League,Tottenham,0,Tottenham,Premier League,0,0,1007956.0,13.0,0.97,13.0,1019.0,0.0,2.0,2.0,0.0,0.177,0.5,0.3,0.7,0.0,0.4,0.2,61.3,91.0,0.0,1.5,0.8,0.8,0.8,2.9,0.6,6.5,,,,17,Not Qualified,0,16979444,16979444,16979444,False,1
P121,Antony,Brazil,Forward,Real Betis,La Liga,Manchester United,1,Real Betis,La Liga,0,0,10784174.0,2.29,6.87,17.0,1365.0,5.0,2.0,7.0,0.33,0.132,2.5,1.4,1.6,0.1,1.2,2.2,41.6,84.0,0.6,0.9,1.5,0.6,0.9,0.4,0.1,7.18,,,,6,Not Qualified,0,3201049,3201049,3201049,False,1
P122,Marcus Rashford,England,Midfielder,Aston Villa,Premier League,Manchester United,1,Barcelona,La Liga,1,1,22356855.0,2.84,7.34,10.0,443.0,2.0,2.0,4.0,0.406,0.406,1.9,0.9,0.3,0.1,0.1,1.3,13.4,82.1,0.6,0.4,1.0,0.1,0.1,0.2,0.0,6.82,,,,6,Quarter Final,4,4563304,4563304,145936297,False,1
P123,Mohammed Kudus,Ghana,Forward,West Ham,Premier League,West Ham,0,Tottenham,Premier League,1,1,942896.0,8.65,1.15,32.0,2604.0,5.0,3.0,8.0,0.173,0.104,2.3,2.9,2.0,0.6,2.9,1.0,24.0,89.9,0.7,1.1,1.2,0.1,1.2,0.3,0.0,6.89,,,,14,Not Qualified,0,4478833,4478833,16979444,False,1
P124,Matz Sels,Belgium,Goalkeeper,Nottingham Forest,Premier League,Nottingham Forest,0,Nottingham Forest,Premier League,0,0,105000.0,,0.55,38.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.1,23.7,48.6,0.0,6.8,0.0,0.0,0.0,1.4,0.0,6.79,46.0,71.8,13.0,7,Not Qualified,0,1404858,1404858,1404858,False,1
P125,Unai Simón,Spain,Goalkeeper,Athletic Club,La Liga,Athletic Club,0,Athletic Club,La Liga,0,0,,,0.91,21.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,26.6,65.8,0.0,6.0,0.0,0.0,0.0,0.9,0.0,6.71,14.0,77.0,10.0,4,Not Qualified,0,1665900,1665900,1665900,False,1
P126,Jeremie Frimpong,Netherlands,Defender,Bayer Leverkusen,Bundesliga,Bayer Leverkusen,0,Liverpool,Premier League,1,1,3063130.0,4.34,1.95,33.0,2328.0,5.0,5.0,10.0,0.193,0.193,1.0,0.8,0.9,0.3,0.8,0.9,22.1,84.0,0.7,0.4,1.0,0.2,0.6,0.6,0.0,6.69,,,,2,Round of 16,3,4602479,4602479,48467485,False,1
P127,Murillo,Brazil,Defender,Nottingham Forest,Premier League,Nottingham Forest,0,Nottingham Forest,Premier League,0,0,702516.0,6.51,0.64,36.0,3191.0,2.0,0.0,2.0,0.056,0.0,0.7,0.8,0.2,0.0,0.3,0.4,39.4,79.5,0.2,3.3,1.5,1.0,0.8,6.7,1.3,7.01,,,,7,Not Qualified,0,1404858,1404858,1404858,False,1
P128,Ibrahima Konaté,France,Defender,Liverpool,Premier League,Liverpool,0,Liverpool,Premier League,0,0,3749407.0,8.21,1.38,31.0,2567.0,1.0,2.0,3.0,0.035,0.07,0.6,0.1,0.6,0.0,0.1,0.3,61.2,90.3,0.0,1.5,1.3,0.5,0.9,4.0,0.5,6.84,,,,1,Round of 16,3,48467485,48467485,48467485,False,1
P129,Rodrigo De Paul,Argentina,Midfielder,Atletico Madrid,La Liga,Atletico Madrid,0,Inter Miami,MLS,1,1,15005477.0,5.77,1.57,34.0,2114.0,3.0,5.0,8.0,0.128,0.213,0.6,0.4,1.4,0.0,0.7,1.2,49.5,84.1,0.5,3.0,1.0,0.2,0.6,0.4,0.1,6.69,,,,3,Round of 16,3,17865213,17865213,18271962,False,1
P130,Thiago Almada,Argentina,Midfielder,Lyon,Ligue 1,Lyon,0,Atletico Madrid,La Liga,1,1,2541184.0,4.57,1.57,16.0,949.0,1.0,4.0,5.0,0.095,0.379,1.4,0.5,0.5,0.1,0.6,1.4,42.9,90.5,0.5,1.6,0.9,0.4,0.6,0.3,0.0,6.57,,,,6,Not Qualified,0,3200000,3200000,17865213,False,1
P131,Oihan Sancet,Spain,Midfielder,Athletic Club,La Liga,Athletic Club,0,Athletic Club,La Liga,0,0,121000.0,,0.7,29.0,1628.0,15.0,1.0,16.0,0.829,0.055,1.7,0.8,0.8,0.2,1.6,0.7,18.8,83.8,0.1,0.7,0.4,0.2,0.6,0.2,0.0,6.82,,,,4,Not Qualified,0,1665900,1665900,1665900,False,1
P132,Isco,Spain,Midfielder,Real Betis,La Liga,Real Betis,0,Real Betis,La Liga,0,0,29156053.0,0.58,1.93,22.0,1552.0,9.0,8.0,17.0,0.522,0.464,2.0,1.2,2.0,0.2,1.2,2.8,48.8,86.2,1.2,3.1,0.9,0.5,1.0,0.3,0.0,7.2,,,,6,Not Qualified,0,3201049,3201049,3201049,False,1
