player_name,month,trends_rel
Jérémy Doku,2025-01,0.0334
Jérémy Doku,2025-02,0.0445
Jérémy Doku,2025-03,0.0222
Jérémy Doku,2025-04,0.0222
Jérémy Doku,2025-05,0.0222
Jérémy Doku,2025-06,0.0489
Jérémy Doku,2025-07,0.0334
Gianluigi Donnarumma,2024-07,0.0222
Gianluigi Donnarumma,2024-08,0.0222
Gianluigi Donnarumma,2024-09,0.0534
Gianluigi Donnarumma,2024-10,0.0278
Gianluigi Donnarumma,2024-11,0.0389
Gianluigi Donnarumma,2024-12,0.1645
Gianluigi Donnarumma,2025-01,0.05
Gianluigi Donnarumma,2025-02,0.0389
Gianluigi Donnarumma,2025-03,0.1245
Gianluigi Donnarumma,2025-04,0.1
Gianluigi Donnarumma,2025-05,0.1723
Gianluigi Donnarumma,2025-06,0.1245
Gianluigi Donnarumma,2025-07,0.2446
Désiré Doué,2024-07,0.0222
Désiré Doué,2024-08,0.05
Désiré Doué,2024-09,0.0178
Désiré Doué,2024-10,0.0111
Désiré Doué,2024-11,0.0111
Désiré Doué,2024-12,0.0222
Désiré Doué,2025-01,0.0222
Désiré Doué,2025-02,0.0278
Désiré Doué,2025-03,0.0845
Désiré Doué,2025-04,0.1945
Désiré Doué,2025-05,0.3335
Désiré Doué,2025-06,0.4224
Désiré Doué,2025-07,0.189
Hugo Ekitiké,2024-07,0.0111
Hugo Ekitiké,2024-08,0.0139
Hugo Ekitiké,2024-09,0.0133
Hugo Ekitiké,2024-10,0.0139
Hugo Ekitiké,2024-11,0.0139
Hugo Ekitiké,2024-12,0.0111
Hugo Ekitiké,2025-01,0.0167
Hugo Ekitiké,2025-02,0.0139
Hugo Ekitiké,2025-03,0.0222
Hugo Ekitiké,2025-04,0.0222
Hugo Ekitiké,2025-05,0.0445
Hugo Ekitiké,2025-06,0.0623
Hugo Ekitiké,2025-07,0.2113
Enzo Fernández,2024-07,0.1334
Enzo Fernández,2024-08,0.0612
Enzo Fernández,2024-09,0.04
Enzo Fernández,2024-10,0.089
Enzo Fernández,2024-11,0.1056
Enzo Fernández,2024-12,0.0756
Enzo Fernández,2025-01,0.0445
Enzo Fernández,2025-02,0.0278
Enzo Fernández,2025-03,0.0623
Enzo Fernández,2025-04,0.0278
Enzo Fernández,2025-05,0.0778
Enzo Fernández,2025-06,0.0712
Enzo Fernández,2025-07,0.1446
Estêvão,2024-07,0.0445
Estêvão,2024-08,0.0445
Estêvão,2024-09,0.0578
Estêvão,2024-10,0.0334
Estêvão,2024-11,0.0445
Estêvão,2024-12,0.04
Estêvão,2025-01,0.0222
Estêvão,2025-02,0.0278
Estêvão,2025-03,0.0489
Estêvão,2025-04,0.0278
Estêvão,2025-05,0.0723
Estêvão,2025-06,0.1423
Estêvão,2025-07,0.089
Eberechi Eze,2024-07,0.0222
Eberechi Eze,2024-08,0.0445
Eberechi Eze,2024-09,0.0267
Eberechi Eze,2024-10,0.0167
Eberechi Eze,2024-11,0.0111
Eberechi Eze,2024-12,0.02
Eberechi Eze,2025-01,0.0167
Eberechi Eze,2025-02,0.0167
Eberechi Eze,2025-03,0.02
Eberechi Eze,2025-04,0.0278
Eberechi Eze,2025-05,0.0667
Eberechi Eze,2025-06,0.0711
Eberechi Eze,2025-07,0.1223
Fabián Ruiz,2024-07,0.0222
Fabián Ruiz,2024-08,0.0222
Fabián Ruiz,2024-09,0.0422
Fabián Ruiz,2024-10,0.0195
Fabián Ruiz,2024-11,0.0167
Fabián Ruiz,2024-12,0.0178
Fabián Ruiz,2025-01,0.025
Fabián Ruiz,2025-02,0.0222
Fabián Ruiz,2025-03,0.04
Fabián Ruiz,2025-04,0.0389
Fabián Ruiz,2025-05,0.0778
Fabián Ruiz,2025-06,0.0578
Fabián Ruiz,2025-07,0.1334
Fermín López,2024-07,0.089
Fermín López,2024-08,0.1279
Fermín López,2024-09,0.0356
Fermín López,2024-10,0.0556
Fermín López,2024-11,0.0278
Fermín López,2024-12,0.0222
Fermín López,2025-01,0.0389
Fermín López,2025-02,0.0389
Fermín López,2025-03,0.0267
Fermín López,2025-04,0.0612
Fermín López,2025-05,0.089
Fermín López,2025-06,0.0311
Fermín López,2025-07,0.0222
Phil Foden,2024-07,0.1112
Phil Foden,2024-08,0.1501
Phil Foden,2024-09,0.1246
Phil Foden,2024-10,0.1056
Phil Foden,2024-11,0.089
Phil Foden,2024-12,0.0934
Phil Foden,2025-01,0.1001
Phil Foden,2025-02,0.1112
Phil Foden,2025-03,0.0667
Phil Foden,2025-04,0.1446
Phil Foden,2025-05,0.0723
Phil Foden,2025-06,0.089
Phil Foden,2025-07,0.0667
Jeremie Frimpong,2024-07,0.0222
Jeremie Frimpong,2024-08,0.0334
Jeremie Frimpong,2024-09,0.0267
Jeremie Frimpong,2024-10,0.0222
Jeremie Frimpong,2024-11,0.0222
Jeremie Frimpong,2024-12,0.0222
Jeremie Frimpong,2025-01,0.0222
Jeremie Frimpong,2025-02,0.0222
Jeremie Frimpong,2025-03,0.0489
Jeremie Frimpong,2025-04,0.0222
Jeremie Frimpong,2025-05,0.228
Jeremie Frimpong,2025-06,0.0667
Jeremie Frimpong,2025-07,0.0334
Cody Gakpo,2024-07,0.0222
Cody Gakpo,2024-08,0.0222
Cody Gakpo,2024-09,0.0489
Cody Gakpo,2024-10,0.0278
Cody Gakpo,2024-11,0.0389
Cody Gakpo,2024-12,0.0489
Cody Gakpo,2025-01,0.05
Cody Gakpo,2025-02,0.0445
Cody Gakpo,2025-03,0.0356
Cody Gakpo,2025-04,0.0334
Cody Gakpo,2025-05,0.0278
Cody Gakpo,2025-06,0.0222
Cody Gakpo,2025-07,0.0222
Morgan Gibbs-White,2024-07,0.0111
Morgan Gibbs-White,2024-08,0.0139
Morgan Gibbs-White,2024-09,0.0178
Morgan Gibbs-White,2024-10,0.0139
Morgan Gibbs-White,2024-11,0.0139
Morgan Gibbs-White,2024-12,0.0178
Morgan Gibbs-White,2025-01,0.0306
Morgan Gibbs-White,2025-02,0.0111
Morgan Gibbs-White,2025-03,0.0222
Morgan Gibbs-White,2025-04,0.0195
Morgan Gibbs-White,2025-05,0.0222
Morgan Gibbs-White,2025-06,0.0156
Morgan Gibbs-White,2025-07,0.1557
Ryan Gravenberch,2024-07,0.0111
Ryan Gravenberch,2024-08,0.0195
Ryan Gravenberch,2024-09,0.0445
Ryan Gravenberch,2024-10,0.0222
Ryan Gravenberch,2024-11,0.0278
Ryan Gravenberch,2024-12,0.0267
Ryan Gravenberch,2025-01,0.0278
Ryan Gravenberch,2025-02,0.0222
Ryan Gravenberch,2025-03,0.0178
Ryan Gravenberch,2025-04,0.0222
Ryan Gravenberch,2025-05,0.0333
Ryan Gravenberch,2025-06,0.0178
Ryan Gravenberch,2025-07,0.0167
Mason Greenwood,2024-07,0.0445
Mason Greenwood,2024-08,0.1223
Mason Greenwood,2024-09,0.1023
Mason Greenwood,2024-10,0.0556
Mason Greenwood,2024-11,0.05
Mason Greenwood,2024-12,0.0578
Mason Greenwood,2025-01,0.0612
Mason Greenwood,2025-02,0.0612
Mason Greenwood,2025-03,0.0534
Mason Greenwood,2025-04,0.05
Mason Greenwood,2025-05,0.0667
Mason Greenwood,2025-06,0.04
Mason Greenwood,2025-07,0.0445
Antoine Griezmann,2024-07,0.1334
Antoine Griezmann,2024-08,0.0945
Antoine Griezmann,2024-09,0.2091
Antoine Griezmann,2024-10,0.1056
Antoine Griezmann,2024-11,0.089
Antoine Griezmann,2024-12,0.1068
Antoine Griezmann,2025-01,0.0834
Antoine Griezmann,2025-02,0.089
Antoine Griezmann,2025-03,0.1201
Antoine Griezmann,2025-04,0.0778
Antoine Griezmann,2025-05,0.0723
Antoine Griezmann,2025-06,0.1068
Antoine Griezmann,2025-07,0.0556
Álex Grimaldo,2024-07,0.0222
Álex Grimaldo,2024-08,0.0222
Álex Grimaldo,2024-09,0.0267
Álex Grimaldo,2024-10,0.0195
Álex Grimaldo,2024-11,0.0222
Álex Grimaldo,2024-12,0.0156
Álex Grimaldo,2025-01,0.0195
Álex Grimaldo,2025-02,0.0139
Álex Grimaldo,2025-03,0.02
Álex Grimaldo,2025-04,0.0139
Álex Grimaldo,2025-05,0.0334
Álex Grimaldo,2025-06,0.0245
Álex Grimaldo,2025-07,0.0167
Arda Güler,2024-07,0.2669
Arda Güler,2024-08,0.228
Arda Güler,2024-09,0.1868
Arda Güler,2024-10,0.1779
Arda Güler,2024-11,0.1668
Arda Güler,2024-12,0.1512
Arda Güler,2025-01,0.139
Arda Güler,2025-02,0.1056
Arda Güler,2025-03,0.1468
Arda Güler,2025-04,0.1557
Arda Güler,2025-05,0.2224
Arda Güler,2025-06,0.1601
Arda Güler,2025-07,0.2447
Viktor Gyökeres,2024-07,0.1112
Viktor Gyökeres,2024-08,0.0834
Viktor Gyökeres,2024-09,0.1201
Viktor Gyökeres,2024-10,0.1167
Viktor Gyökeres,2024-11,0.5336
Viktor Gyökeres,2024-12,0.1245
Viktor Gyökeres,2025-01,0.1556
Viktor Gyökeres,2025-02,0.0889
Viktor Gyökeres,2025-03,0.0889
Viktor Gyökeres,2025-04,0.1278
Viktor Gyökeres,2025-05,0.3835
Viktor Gyökeres,2025-06,0.4446
Viktor Gyökeres,2025-07,0.956
Erling Haaland,2024-07,0.3335
Erling Haaland,2024-08,0.4724
Erling Haaland,2024-09,0.6536
Erling Haaland,2024-10,0.5614
Erling Haaland,2024-11,0.3668
Erling Haaland,2024-12,0.3735
Erling Haaland,2025-01,0.4335
Erling Haaland,2025-02,0.5336
Erling Haaland,2025-03,0.289
Erling Haaland,2025-04,0.2779
Erling Haaland,2025-05,0.2723
Erling Haaland,2025-06,0.2979
Erling Haaland,2025-07,0.2223
Kai Havertz,2024-07,0.0667
Kai Havertz,2024-08,0.0667
Kai Havertz,2024-09,0.0756
Kai Havertz,2024-10,0.0667
Kai Havertz,2024-11,0.0612
Kai Havertz,2024-12,0.0623
Kai Havertz,2025-01,0.0834
Kai Havertz,2025-02,0.0723
Kai Havertz,2025-03,0.0356
Kai Havertz,2025-04,0.05
Kai Havertz,2025-05,0.0445
Kai Havertz,2025-06,0.0356
Kai Havertz,2025-07,0.0667
Dean Huijsen,2024-07,0.0222
Dean Huijsen,2024-08,0.0111
Dean Huijsen,2024-09,0.0111
Dean Huijsen,2024-10,0.0111
Dean Huijsen,2024-11,0.0111
Dean Huijsen,2024-12,0.04
Dean Huijsen,2025-01,0.0334
Dean Huijsen,2025-02,0.0222
Dean Huijsen,2025-03,0.129
Dean Huijsen,2025-04,0.0556
Dean Huijsen,2025-05,0.3003
Dean Huijsen,2025-06,0.2758
Dean Huijsen,2025-07,0.1223
Alexander Isak,2024-07,0.0222
Alexander Isak,2024-08,0.0278
Alexander Isak,2024-09,0.0445
Alexander Isak,2024-10,0.0333
Alexander Isak,2024-11,0.0445
Alexander Isak,2024-12,0.1023
Alexander Isak,2025-01,0.1667
Alexander Isak,2025-02,0.1278
Alexander Isak,2025-03,0.1289
Alexander Isak,2025-04,0.0778
Alexander Isak,2025-05,0.1056
Alexander Isak,2025-06,0.1245
Alexander Isak,2025-07,0.3001
Isco,2024-07,0.0222
Isco,2024-08,0.0389
Isco,2024-09,0.0356
Isco,2024-10,0.0222
Isco,2024-11,0.0222
Isco,2024-12,0.0356
Isco,2025-01,0.0278
Isco,2025-02,0.0834
Isco,2025-03,0.0667
Isco,2025-04,0.0445
Isco,2025-05,0.0834
Isco,2025-06,0.0667
Isco,2025-07,0.0222
Joan García,2024-07,0.0111
Joan García,2024-08,0.025
Joan García,2024-09,0.0111
Joan García,2024-10,0.0111
Joan García,2024-11,0.0111
Joan García,2024-12,0.0111
Joan García,2025-01,0.0111
Joan García,2025-02,0.0139
Joan García,2025-03,0.0111
Joan García,2025-04,0.0167
Joan García,2025-05,0.089
Joan García,2025-06,0.1334
Joan García,2025-07,0.0222
Jonathan David,2024-07,0.0222
Jonathan David,2024-08,0.0278
Jonathan David,2024-09,0.0356
Jonathan David,2024-10,0.0278
Jonathan David,2024-11,0.05
Jonathan David,2024-12,0.0311
Jonathan David,2025-01,0.0389
Jonathan David,2025-02,0.0278
Jonathan David,2025-03,0.0356
Jonathan David,2025-04,0.0222
Jonathan David,2025-05,0.0612
Jonathan David,2025-06,0.0979
Jonathan David,2025-07,0.0334
Harry Kane,2024-07,0.1112
Harry Kane,2024-08,0.1389
Harry Kane,2024-09,0.1867
Harry Kane,2024-10,0.1723
Harry Kane,2024-11,0.1612
Harry Kane,2024-12,0.1289
Harry Kane,2025-01,0.1112
Harry Kane,2025-02,0.1445
Harry Kane,2025-03,0.1423
Harry Kane,2025-04,0.1667
Harry Kane,2025-05,0.2501
Harry Kane,2025-06,0.1423
Harry Kane,2025-07,0.0778
Miloš Kerkez,2024-07,0.0111
Miloš Kerkez,2024-08,0.0111
Miloš Kerkez,2024-09,0.0111
Miloš Kerkez,2024-10,0.0111
Miloš Kerkez,2024-11,0.0195
Miloš Kerkez,2024-12,0.0222
Miloš Kerkez,2025-01,0.0389
Miloš Kerkez,2025-02,0.0167
Miloš Kerkez,2025-03,0.0222
Miloš Kerkez,2025-04,0.0278
Miloš Kerkez,2025-05,0.0834
Miloš Kerkez,2025-06,0.1246
Miloš Kerkez,2025-07,0.0334
Joshua Kimmich,2024-07,0.0667
Joshua Kimmich,2024-08,0.0556
Joshua Kimmich,2024-09,0.0622
Joshua Kimmich,2024-10,0.05
Joshua Kimmich,2024-11,0.0389
Joshua Kimmich,2024-12,0.0356
Joshua Kimmich,2025-01,0.0611
Joshua Kimmich,2025-02,0.0667
Joshua Kimmich,2025-03,0.0845
Joshua Kimmich,2025-04,0.0333
Joshua Kimmich,2025-05,0.0222
Joshua Kimmich,2025-06,0.0711
Joshua Kimmich,2025-07,0.0222
Ibrahima Konaté,2024-07,0.0111
Ibrahima Konaté,2024-08,0.0222
Ibrahima Konaté,2024-09,0.0222
Ibrahima Konaté,2024-10,0.0334
Ibrahima Konaté,2024-11,0.05
Ibrahima Konaté,2024-12,0.0356
Ibrahima Konaté,2025-01,0.0222
Ibrahima Konaté,2025-02,0.0222
Ibrahima Konaté,2025-03,0.0356
Ibrahima Konaté,2025-04,0.0222
Ibrahima Konaté,2025-05,0.0278
Ibrahima Konaté,2025-06,0.0445
Ibrahima Konaté,2025-07,0.1001
Jules Koundé,2024-07,0.0222
Jules Koundé,2024-08,0.0278
Jules Koundé,2024-09,0.0667
Jules Koundé,2024-10,0.0611
Jules Koundé,2024-11,0.0611
Jules Koundé,2024-12,0.0311
Jules Koundé,2025-01,0.0667
Jules Koundé,2025-02,0.0278
Jules Koundé,2025-03,0.0445
Jules Koundé,2025-04,0.1667
Jules Koundé,2025-05,0.0723
Jules Koundé,2025-06,0.0311
Jules Koundé,2025-07,0.0222
Mohammed Kudus,2024-07,0.0222
Mohammed Kudus,2024-08,0.0222
Mohammed Kudus,2024-09,0.0222
Mohammed Kudus,2024-10,0.0334
Mohammed Kudus,2024-11,0.0222
Mohammed Kudus,2024-12,0.0267
Mohammed Kudus,2025-01,0.0195
Mohammed Kudus,2025-02,0.0195
Mohammed Kudus,2025-03,0.0178
Mohammed Kudus,2025-04,0.0167
Mohammed Kudus,2025-05,0.0222
Mohammed Kudus,2025-06,0.04
Mohammed Kudus,2025-07,0.1223
Rafael Leão,2024-07,0.0889
Rafael Leão,2024-08,0.1112
Rafael Leão,2024-09,0.1067
Rafael Leão,2024-10,0.0611
Rafael Leão,2024-11,0.0778
Rafael Leão,2024-12,0.0578
Rafael Leão,2025-01,0.0778
Rafael Leão,2025-02,0.0611
Rafael Leão,2025-03,0.0445
Rafael Leão,2025-04,0.0389
Rafael Leão,2025-05,0.0723
Rafael Leão,2025-06,0.1423
Rafael Leão,2025-07,0.0667
Robert Lewandowski,2024-07,0.2001
Robert Lewandowski,2024-08,0.2334
Robert Lewandowski,2024-09,0.249
Robert Lewandowski,2024-10,0.5224
Robert Lewandowski,2024-11,0.3335
Robert Lewandowski,2024-12,0.2134
Robert Lewandowski,2025-01,0.3112
Robert Lewandowski,2025-02,0.2557
Robert Lewandowski,2025-03,0.2979
Robert Lewandowski,2025-04,0.4947
Robert Lewandowski,2025-05,0.428
Robert Lewandowski,2025-06,0.2668
Robert Lewandowski,2025-07,0.2001
Ademola Lookman,2024-07,0.0222
Ademola Lookman,2024-08,0.1279
Ademola Lookman,2024-09,0.0534
Ademola Lookman,2024-10,0.0334
Ademola Lookman,2024-11,0.0389
Ademola Lookman,2024-12,0.0979
Ademola Lookman,2025-01,0.0445
Ademola Lookman,2025-02,0.0778
Ademola Lookman,2025-03,0.0267
Ademola Lookman,2025-04,0.0222
Ademola Lookman,2025-05,0.0389
Ademola Lookman,2025-06,0.0311
Ademola Lookman,2025-07,0.1223
Luis Díaz,2024-07,0.0445
Luis Díaz,2024-08,0.1056
Luis Díaz,2024-09,0.0978
Luis Díaz,2024-10,0.0611
Luis Díaz,2024-11,0.0834
Luis Díaz,2024-12,0.0711
Luis Díaz,2025-01,0.0556
Luis Díaz,2025-02,0.0556
Luis Díaz,2025-03,0.0578
Luis Díaz,2025-04,0.0556
Luis Díaz,2025-05,0.1
Luis Díaz,2025-06,0.1645
Luis Díaz,2025-07,0.3112
Mike Maignan,2024-07,0.0222
Mike Maignan,2024-08,0.0222
Mike Maignan,2024-09,0.0356
Mike Maignan,2024-10,0.0222
Mike Maignan,2024-11,0.0222
Mike Maignan,2024-12,0.0156
Mike Maignan,2025-01,0.0167
Mike Maignan,2025-02,0.0222
Mike Maignan,2025-03,0.0267
Mike Maignan,2025-04,0.0306
Mike Maignan,2025-05,0.0222
Mike Maignan,2025-06,0.0756
Mike Maignan,2025-07,0.0334
Omar Marmoush,2024-07,0.0111
Omar Marmoush,2024-08,0.0139
Omar Marmoush,2024-09,0.0356
Omar Marmoush,2024-10,0.1279
Omar Marmoush,2024-11,0.1168
Omar Marmoush,2024-12,0.0934
Omar Marmoush,2025-01,0.5171
Omar Marmoush,2025-02,0.3225
Omar Marmoush,2025-03,0.0801
Omar Marmoush,2025-04,0.0778
Omar Marmoush,2025-05,0.0834
Omar Marmoush,2025-06,0.0534
Omar Marmoush,2025-07,0.0222
Kylian Mbappé,2024-07,1.2439
Kylian Mbappé,2024-08,1.3137
Kylian Mbappé,2024-09,1.0865
Kylian Mbappé,2024-10,1.4597
Kylian Mbappé,2024-11,0.9774
Kylian Mbappé,2024-12,0.99
Kylian Mbappé,2025-01,0.8695
Kylian Mbappé,2025-02,0.971
Kylian Mbappé,2025-03,0.8377
Kylian Mbappé,2025-04,1.0852
Kylian Mbappé,2025-05,1.2058
Kylian Mbappé,2025-06,1.0408
Kylian Mbappé,2025-07,0.9012
Bryan Mbeumo,2024-07,0.0111
Bryan Mbeumo,2024-08,0.0167
Bryan Mbeumo,2024-09,0.0222
Bryan Mbeumo,2024-10,0.0278
Bryan Mbeumo,2024-11,0.0222
Bryan Mbeumo,2024-12,0.0311
Bryan Mbeumo,2025-01,0.0389
Bryan Mbeumo,2025-02,0.0195
Bryan Mbeumo,2025-03,0.0222
Bryan Mbeumo,2025-04,0.0222
Bryan Mbeumo,2025-05,0.0723
Bryan Mbeumo,2025-06,0.3246
Bryan Mbeumo,2025-07,0.4113
Mikel Merino,2024-07,0.2224
Mikel Merino,2024-08,0.2613
Mikel Merino,2024-09,0.04
Mikel Merino,2024-10,0.0389
Mikel Merino,2024-11,0.0222
Mikel Merino,2024-12,0.0267
Mikel Merino,2025-01,0.0222
Mikel Merino,2025-02,0.0556
Mikel Merino,2025-03,0.0534
Mikel Merino,2025-04,0.0945
Mikel Merino,2025-05,0.0334
Mikel Merino,2025-06,0.0378
Mikel Merino,2025-07,0.0222
Lionel Messi,2024-07,2.4792
Lionel Messi,2024-08,2.3198
Lionel Messi,2024-09,2.5358
Lionel Messi,2024-10,2.8333
Lionel Messi,2024-11,2.3464
Lionel Messi,2024-12,2.4367
Lionel Messi,2025-01,2.1781
Lionel Messi,2025-02,2.2667
Lionel Messi,2025-03,2.2029
Lionel Messi,2025-04,2.187
Lionel Messi,2025-05,2.2135
Lionel Messi,2025-06,3.0104
Lionel Messi,2025-07,2.3021
Daniel Muñoz,2024-07,0.0111
Daniel Muñoz,2024-08,0.0167
Daniel Muñoz,2024-09,0.02
Daniel Muñoz,2024-10,0.0167
Daniel Muñoz,2024-11,0.0111
Daniel Muñoz,2024-12,0.0156
Daniel Muñoz,2025-01,0.0111
Daniel Muñoz,2025-02,0.0167
Daniel Muñoz,2025-03,0.0156
Daniel Muñoz,2025-04,0.0111
Daniel Muñoz,2025-05,0.0195
Daniel Muñoz,2025-06,0.0133
Daniel Muñoz,2025-07,0.0111
Murillo,2024-07,0.0111
Murillo,2024-08,0.0111
Murillo,2024-09,0.0111
Murillo,2024-10,0.0139
Murillo,2024-11,0.0167
Murillo,2024-12,0.0156
Murillo,2025-01,0.0222
Murillo,2025-02,0.0111
Murillo,2025-03,0.0334
Murillo,2025-04,0.0111
Murillo,2025-05,0.0139
Murillo,2025-06,0.0111
Murillo,2025-07,0.0111
Jamal Musiala,2024-07,0.0889
Jamal Musiala,2024-08,0.0667
Jamal Musiala,2024-09,0.0978
Jamal Musiala,2024-10,0.0834
Jamal Musiala,2024-11,0.0889
Jamal Musiala,2024-12,0.0845
Jamal Musiala,2025-01,0.0667
Jamal Musiala,2025-02,0.0834
Jamal Musiala,2025-03,0.0889
Jamal Musiala,2025-04,0.0723
Jamal Musiala,2025-05,0.0667
Jamal Musiala,2025-06,0.369
Jamal Musiala,2025-07,0.9782
Manuel Neuer,2024-07,0.0667
Manuel Neuer,2024-08,0.1501
Manuel Neuer,2024-09,0.0979
Manuel Neuer,2024-10,0.0834
Manuel Neuer,2024-11,0.0667
Manuel Neuer,2024-12,0.1023
Manuel Neuer,2025-01,0.0667
Manuel Neuer,2025-02,0.0612
Manuel Neuer,2025-03,0.089
Manuel Neuer,2025-04,0.0778
Manuel Neuer,2025-05,0.0667
Manuel Neuer,2025-06,0.1201
Manuel Neuer,2025-07,0.1001
Nico Williams,2024-07,0.7781
Nico Williams,2024-08,0.4113
Nico Williams,2024-09,0.1112
Nico Williams,2024-10,0.0778
Nico Williams,2024-11,0.0611
Nico Williams,2024-12,0.0889
Nico Williams,2025-01,0.0834
Nico Williams,2025-02,0.0611
Nico Williams,2025-03,0.0845
Nico Williams,2025-04,0.0945
Nico Williams,2025-05,0.1389
Nico Williams,2025-06,0.5869
Nico Williams,2025-07,0.189
Nuno Mendes,2024-07,0.0111
Nuno Mendes,2024-08,0.0111
Nuno Mendes,2024-09,0.0178
Nuno Mendes,2024-10,0.0139
Nuno Mendes,2024-11,0.0167
Nuno Mendes,2024-12,0.0267
Nuno Mendes,2025-01,0.0195
Nuno Mendes,2025-02,0.0139
Nuno Mendes,2025-03,0.0311
Nuno Mendes,2025-04,0.0333
Nuno Mendes,2025-05,0.0389
Nuno Mendes,2025-06,0.2623
Nuno Mendes,2025-07,0.0778
Jan Oblak,2024-07,0.0222
Jan Oblak,2024-08,0.0278
Jan Oblak,2024-09,0.0311
Jan Oblak,2024-10,0.0222
Jan Oblak,2024-11,0.0222
Jan Oblak,2024-12,0.0222
Jan Oblak,2025-01,0.0222
Jan Oblak,2025-02,0.0278
Jan Oblak,2025-03,0.0356
Jan Oblak,2025-04,0.0278
Jan Oblak,2025-05,0.0222
Jan Oblak,2025-06,0.0222
Jan Oblak,2025-07,0.0111
Martin Ødegaard,2024-07,0.0445
Martin Ødegaard,2024-08,0.0556
Martin Ødegaard,2024-09,0.1156
Martin Ødegaard,2024-10,0.0723
Martin Ødegaard,2024-11,0.0667
Martin Ødegaard,2024-12,0.0578
Martin Ødegaard,2025-01,0.0556
Martin Ødegaard,2025-02,0.0556
Martin Ødegaard,2025-03,0.0489
Martin Ødegaard,2025-04,0.0889
Martin Ødegaard,2025-05,0.0556
Martin Ødegaard,2025-06,0.04
Martin Ødegaard,2025-07,0.0333
Victor Osimhen,2024-07,0.2606
Victor Osimhen,2024-08,0.6059
Victor Osimhen,2024-09,0.7766
Victor Osimhen,2024-10,0.1955
Victor Osimhen,2024-11,0.2411
Victor Osimhen,2024-12,0.1772
Victor Osimhen,2025-01,0.2085
Victor Osimhen,2025-02,0.1629
Victor Osimhen,2025-03,0.172
Victor Osimhen,2025-04,0.1955
Victor Osimhen,2025-05,0.3583
Victor Osimhen,2025-06,0.3857
Victor Osimhen,2025-07,0.6124
Willian Pacho,2024-07,0.0111
Willian Pacho,2024-08,0.05
Willian Pacho,2024-09,0.0178
Willian Pacho,2024-10,0.0139
Willian Pacho,2024-11,0.0167
Willian Pacho,2024-12,0.0111
Willian Pacho,2025-01,0.0167
Willian Pacho,2025-02,0.0139
Willian Pacho,2025-03,0.0378
Willian Pacho,2025-04,0.0389
Willian Pacho,2025-05,0.0612
Willian Pacho,2025-06,0.0712
Willian Pacho,2025-07,0.0556
Cole Palmer,2024-07,0.1112
Cole Palmer,2024-08,0.1667
Cole Palmer,2024-09,0.2623
Cole Palmer,2024-10,0.2668
Cole Palmer,2024-11,0.2001
Cole Palmer,2024-12,0.2979
Cole Palmer,2025-01,0.1723
Cole Palmer,2025-02,0.1278
Cole Palmer,2025-03,0.1245
Cole Palmer,2025-04,0.0889
Cole Palmer,2025-05,0.1501
Cole Palmer,2025-06,0.1245
Cole Palmer,2025-07,0.767
Nico Paz,2024-07,0.0222
Nico Paz,2024-08,0.0612
Nico Paz,2024-09,0.0356
Nico Paz,2024-10,0.0834
Nico Paz,2024-11,0.0222
Nico Paz,2024-12,0.0356
Nico Paz,2025-01,0.0389
Nico Paz,2025-02,0.0389
Nico Paz,2025-03,0.0445
Nico Paz,2025-04,0.0195
Nico Paz,2025-05,0.05
Nico Paz,2025-06,0.0445
Nico Paz,2025-07,0.0222
Pedri,2024-07,0.0889
Pedri,2024-08,0.0889
Pedri,2024-09,0.0756
Pedri,2024-10,0.1223
Pedri,2024-11,0.0834
Pedri,2024-12,0.0756
Pedri,2025-01,0.1056
Pedri,2025-02,0.1167
Pedri,2025-03,0.1645
Pedri,2025-04,0.2668
Pedri,2025-05,0.2223
Pedri,2025-06,0.169
Pedri,2025-07,0.1112
Christian Pulisic,2024-07,0.0667
Christian Pulisic,2024-08,0.0445
Christian Pulisic,2024-09,0.0623
Christian Pulisic,2024-10,0.0667
Christian Pulisic,2024-11,0.0612
Christian Pulisic,2024-12,0.0534
Christian Pulisic,2025-01,0.0667
Christian Pulisic,2025-02,0.0556
Christian Pulisic,2025-03,0.0445
Christian Pulisic,2025-04,0.0278
Christian Pulisic,2025-05,0.0445
Christian Pulisic,2025-06,0.0489
Christian Pulisic,2025-07,0.0667
Raphinha,2024-07,0.0445
Raphinha,2024-08,0.0445
Raphinha,2024-09,0.0711
Raphinha,2024-10,0.2223
Raphinha,2024-11,0.1112
Raphinha,2024-12,0.0845
Raphinha,2025-01,0.2279
Raphinha,2025-02,0.1112
Raphinha,2025-03,0.2623
Raphinha,2025-04,0.2779
Raphinha,2025-05,0.2779
Raphinha,2025-06,0.1112
Raphinha,2025-07,0.0778
Marcus Rashford,2024-07,0.089
Marcus Rashford,2024-08,0.0945
Marcus Rashford,2024-09,0.0979
Marcus Rashford,2024-10,0.0834
Marcus Rashford,2024-11,0.0834
Marcus Rashford,2024-12,0.2891
Marcus Rashford,2025-01,0.4226
Marcus Rashford,2025-02,0.3225
Marcus Rashford,2025-03,0.1023
Marcus Rashford,2025-04,0.1223
Marcus Rashford,2025-05,0.1334
Marcus Rashford,2025-06,0.1334
Marcus Rashford,2025-07,0.4003
David Raya,2024-07,0.0222
David Raya,2024-08,0.025
David Raya,2024-09,0.0578
David Raya,2024-10,0.0278
David Raya,2024-11,0.0222
David Raya,2024-12,0.0222
David Raya,2025-01,0.0222
